"TOA5","5466","CR350","5466","CR350-CELL220.Std.01.05","CPU:SchoolA_1_Roof_script.CRB","52389","SchoolA_1_Roof"
"TIMESTAMP","RECORD","BP_mbar_Avg","RH_Avg","AirT_C_Avg","DP_C_Avg","WS_ms_Avg","WindDir_Avg","RainITX_mm","MetSENS_Status","BlackGlobe_C_Avg","TdC_Avg","TwC_Avg","WBGT_C_Avg","logger_BattV_Avg","logger_Temp_C_Avg"
"2024-04-06 02:55:00",506,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","Unknown Fault","NAN","NAN","NAN","NAN",12.36,31.16
"2024-04-06 02:56:00",507,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","Unknown Fault","NAN","NAN","NAN","NAN",12.36,31.16
"2024-04-06 02:57:00",508,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","Unknown Fault","NAN","NAN","NAN","NAN",12.36,31.16
"2024-04-06 02:58:00",509,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","Unknown Fault","NAN","NAN","NAN","NAN",12.36,31.16
"2024-04-06 02:59:00",510,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","Unknown Fault","NAN","NAN","NAN","NAN",12.36,31.16
"2024-04-06 03:00:00",511,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","Unknown Fault","NAN","NAN","NAN","NAN",12.36,31.16
"2024-04-06 03:01:00",512,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","Unknown Fault","NAN","NAN","NAN","NAN",12.36,31.16
"2024-04-06 03:02:00",513,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","Unknown Fault","NAN","NAN","NAN","NAN",12.36,31.15
"2024-04-06 03:03:00",514,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","Unknown Fault","NAN","NAN","NAN","NAN",12.36,31.16
"2024-04-06 03:04:00",515,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","Unknown Fault","NAN","NAN","NAN","NAN",12.36,31.16
"2024-04-06 03:05:00",516,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","Unknown Fault","NAN","NAN","NAN","NAN",12.36,31.16
"2024-04-06 03:06:00",517,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","Unknown Fault","NAN","NAN","NAN","NAN",12.36,31.16
"2024-04-06 03:07:00",518,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","Unknown Fault","NAN","NAN","NAN","NAN",12.36,31.16
"2024-04-06 03:08:00",519,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","Unknown Fault","NAN","NAN","NAN","NAN",12.36,31.16
"2024-04-06 03:09:00",520,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","Unknown Fault","NAN","NAN","NAN","NAN",12.36,31.16
"2024-04-06 03:10:00",521,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","Unknown Fault","NAN","NAN","NAN","NAN",12.36,31.16
"2024-04-06 03:11:00",522,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","Unknown Fault","NAN","NAN","NAN","NAN",12.36,31.16
"2024-04-06 03:12:00",523,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","Unknown Fault","NAN","NAN","NAN","NAN",12.36,31.16
"2024-04-06 03:13:00",524,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","Unknown Fault","NAN","NAN","NAN","NAN",12.36,31.16
"2024-04-06 03:14:00",525,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","Unknown Fault","NAN","NAN","NAN","NAN",12.36,31.15
"2024-04-06 03:15:00",526,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","Unknown Fault","NAN","NAN","NAN","NAN",12.36,31.15
"2024-04-06 03:16:00",527,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","Unknown Fault","NAN","NAN","NAN","NAN",12.36,31.16
"2024-04-06 03:17:00",528,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","Unknown Fault","NAN","NAN","NAN","NAN",12.36,31.15
"2024-04-06 03:18:00",529,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","Unknown Fault","NAN","NAN","NAN","NAN",12.36,31.16
"2024-04-06 03:19:00",530,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","Unknown Fault","NAN","NAN","NAN","NAN",12.36,31.15
"2024-04-06 03:20:00",531,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","Unknown Fault","NAN","NAN","NAN","NAN",12.36,31.16
"2024-04-06 03:21:00",532,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","Unknown Fault","NAN","NAN","NAN","NAN",12.36,31.15
"2024-04-06 03:22:00",533,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","Unknown Fault","NAN","NAN","NAN","NAN",12.36,31.15
"2024-04-06 03:23:00",534,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","Unknown Fault","NAN","NAN","NAN","NAN",12.36,31.15
"2024-04-06 03:24:00",535,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","Unknown Fault","NAN","NAN","NAN","NAN",12.36,31.15
"2024-04-06 03:25:00",536,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","Unknown Fault","NAN","NAN","NAN","NAN",12.36,31.15
"2024-04-06 03:26:00",537,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","Unknown Fault","NAN","NAN","NAN","NAN",12.36,31.15
"2024-04-06 03:27:00",538,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","Unknown Fault","NAN","NAN","NAN","NAN",12.36,31.15
"2024-04-06 03:28:00",539,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","Unknown Fault","NAN","NAN","NAN","NAN",12.36,31.15
"2024-04-06 03:29:00",540,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","Unknown Fault","NAN","NAN","NAN","NAN",12.36,31.15
"2024-04-06 03:30:00",541,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","Unknown Fault","NAN","NAN","NAN","NAN",12.36,31.15
"2024-04-06 03:31:00",542,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","Unknown Fault","NAN","NAN","NAN","NAN",12.36,31.16
"2024-04-06 03:32:00",543,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","Unknown Fault","NAN","NAN","NAN","NAN",12.36,31.16
"2024-04-06 03:33:00",544,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","Unknown Fault","NAN","NAN","NAN","NAN",12.36,31.16
"2024-04-06 03:34:00",545,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","Unknown Fault","NAN","NAN","NAN","NAN",12.36,31.16
"2024-04-06 03:35:00",546,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","Unknown Fault","NAN","NAN","NAN","NAN",12.36,31.16
"2024-04-06 03:36:00",547,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","Unknown Fault","NAN","NAN","NAN","NAN",12.36,31.16
"2024-04-06 03:37:00",548,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","Unknown Fault","NAN","NAN","NAN","NAN",12.36,31.17
"2024-04-06 03:38:00",549,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","Unknown Fault","NAN","NAN","NAN","NAN",12.36,31.17
"2024-04-06 03:39:00",550,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","Unknown Fault","NAN","NAN","NAN","NAN",12.36,31.17
"2024-04-06 03:40:00",551,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","Unknown Fault","NAN","NAN","NAN","NAN",12.36,31.17
"2024-04-06 03:41:00",552,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","Unknown Fault","NAN","NAN","NAN","NAN",12.36,31.17
"2024-04-06 03:42:00",553,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","Unknown Fault","NAN","NAN","NAN","NAN",12.36,31.17
"2024-04-06 03:43:00",554,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","Unknown Fault","NAN","NAN","NAN","NAN",12.36,31.17
"2024-04-06 03:44:00",555,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","Unknown Fault","NAN","NAN","NAN","NAN",12.36,31.17
"2024-04-06 03:45:00",556,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","Unknown Fault","NAN","NAN","NAN","NAN",12.36,31.18
"2024-04-06 03:46:00",557,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","Unknown Fault","NAN","NAN","NAN","NAN",12.36,31.18
"2024-04-06 03:47:00",558,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","Unknown Fault","NAN","NAN","NAN","NAN",12.36,31.17
"2024-04-06 03:48:00",559,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","Unknown Fault","NAN","NAN","NAN","NAN",12.36,31.17
"2024-04-06 03:49:00",560,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","Unknown Fault","NAN","NAN","NAN","NAN",12.36,31.17
"2024-04-06 03:50:00",561,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","Unknown Fault","NAN","NAN","NAN","NAN",12.36,31.17
"2024-04-06 03:51:00",562,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","Unknown Fault","NAN","NAN","NAN","NAN",12.36,31.18
"2024-04-06 03:52:00",563,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","Unknown Fault","NAN","NAN","NAN","NAN",12.36,31.17
"2024-04-06 03:53:00",564,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","Unknown Fault","NAN","NAN","NAN","NAN",12.36,31.18
"2024-04-06 03:54:00",565,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","Unknown Fault","NAN","NAN","NAN","NAN",12.36,31.18
"2024-04-06 03:55:00",566,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","Unknown Fault","NAN","NAN","NAN","NAN",12.36,31.18
"2024-04-06 03:56:00",567,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","Unknown Fault","NAN","NAN","NAN","NAN",12.36,31.18
"2024-04-06 03:57:00",568,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","Unknown Fault","NAN","NAN","NAN","NAN",12.36,31.18
"2024-04-06 03:58:00",569,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","Unknown Fault","NAN","NAN","NAN","NAN",12.36,31.18
"2024-04-06 03:59:00",570,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","Unknown Fault","NAN","NAN","NAN","NAN",12.36,31.18
"2024-04-06 04:00:00",571,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","Unknown Fault","NAN","NAN","NAN","NAN",12.36,31.18
"2024-04-06 04:01:00",572,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","Unknown Fault","NAN","NAN","NAN","NAN",12.36,31.19
"2024-04-06 04:02:00",573,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","Unknown Fault","NAN","NAN","NAN","NAN",12.36,31.19
"2024-04-06 04:03:00",574,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","Unknown Fault","NAN","NAN","NAN","NAN",12.36,31.19
"2024-04-06 04:04:00",575,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","Unknown Fault","NAN","NAN","NAN","NAN",12.36,31.19
"2024-04-06 04:05:00",576,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","Unknown Fault","NAN","NAN","NAN","NAN",12.36,31.19
"2024-04-06 04:06:00",577,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","Unknown Fault","NAN","NAN","NAN","NAN",12.36,31.2
"2024-04-06 04:07:00",578,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","Unknown Fault","NAN","NAN","NAN","NAN",12.36,31.2
"2024-04-06 04:08:00",579,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","Unknown Fault","NAN","NAN","NAN","NAN",12.36,31.2
"2024-04-06 04:09:00",580,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","Unknown Fault","NAN","NAN","NAN","NAN",12.36,31.2
"2024-04-06 04:10:00",581,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","Unknown Fault","NAN","NAN","NAN","NAN",12.36,31.2
"2024-04-06 04:11:00",582,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","Unknown Fault","NAN","NAN","NAN","NAN",12.36,31.2
"2024-04-06 04:12:00",583,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","Unknown Fault","NAN","NAN","NAN","NAN",12.36,31.2
"2024-04-06 04:13:00",584,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","Unknown Fault","NAN","NAN","NAN","NAN",12.36,31.19
"2024-04-06 04:14:00",585,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","Unknown Fault","NAN","NAN","NAN","NAN",12.36,31.19
"2024-04-06 04:15:00",586,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","Unknown Fault","NAN","NAN","NAN","NAN",12.36,31.19
"2024-04-06 04:16:00",587,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","Unknown Fault","NAN","NAN","NAN","NAN",12.36,31.19
"2024-04-06 04:17:00",588,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","Unknown Fault","NAN","NAN","NAN","NAN",12.36,31.19
"2024-04-06 04:18:00",589,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","Unknown Fault","NAN","NAN","NAN","NAN",12.36,31.19
"2024-04-06 04:19:00",590,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","Unknown Fault","NAN","NAN","NAN","NAN",12.36,31.19
"2024-04-06 04:20:00",591,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","Unknown Fault","NAN","NAN","NAN","NAN",12.36,31.19
"2024-04-06 04:21:00",592,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","Unknown Fault","NAN","NAN","NAN","NAN",12.36,31.19
"2024-04-06 04:22:00",593,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","Unknown Fault","NAN","NAN","NAN","NAN",12.36,31.18
"2024-04-06 04:23:00",594,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","Unknown Fault","NAN","NAN","NAN","NAN",12.36,31.18
"2024-04-06 04:24:00",595,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","Unknown Fault","NAN","NAN","NAN","NAN",12.36,31.19
"2024-04-06 04:25:00",596,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","Unknown Fault","NAN","NAN","NAN","NAN",12.36,31.19
"2024-04-06 04:26:00",597,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","Unknown Fault","NAN","NAN","NAN","NAN",12.36,31.19
"2024-04-06 04:27:00",598,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","Unknown Fault","NAN","NAN","NAN","NAN",12.36,31.19
"2024-04-06 04:28:00",599,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","Unknown Fault","NAN","NAN","NAN","NAN",12.36,31.19
"2024-04-06 04:29:00",600,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","Unknown Fault","NAN","NAN","NAN","NAN",12.36,31.2
"2024-04-06 04:30:00",601,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","Unknown Fault","NAN","NAN","NAN","NAN",12.36,31.2
"2024-04-06 04:31:00",602,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","Unknown Fault","NAN","NAN","NAN","NAN",12.36,31.2
"2024-04-06 04:32:00",603,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","Unknown Fault","NAN","NAN","NAN","NAN",12.36,31.2
"2024-04-06 04:33:00",604,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","Unknown Fault","NAN","NAN","NAN","NAN",12.36,31.2
"2024-04-06 04:34:00",605,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","Unknown Fault","NAN","NAN","NAN","NAN",12.36,31.21
"2024-04-06 04:35:00",606,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","Unknown Fault","NAN","NAN","NAN","NAN",12.36,31.21
"2024-04-06 04:36:00",607,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","Unknown Fault","NAN","NAN","NAN","NAN",12.36,31.21
"2024-04-06 04:37:00",608,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","Unknown Fault","NAN","NAN","NAN","NAN",12.36,31.21
"2024-04-06 04:38:00",609,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","Unknown Fault","NAN","NAN","NAN","NAN",12.36,31.21
"2024-04-06 04:39:00",610,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","Unknown Fault","NAN","NAN","NAN","NAN",12.36,31.21
"2024-04-06 04:40:00",611,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","Unknown Fault","NAN","NAN","NAN","NAN",12.36,31.21
"2024-04-06 04:41:00",612,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","Unknown Fault","NAN","NAN","NAN","NAN",12.36,31.21
"2024-04-06 04:42:00",613,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","Unknown Fault","NAN","NAN","NAN","NAN",12.36,31.21
"2024-04-06 04:43:00",614,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","Unknown Fault","NAN","NAN","NAN","NAN",12.36,31.21
"2024-04-06 04:44:00",615,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","Unknown Fault","NAN","NAN","NAN","NAN",12.36,31.21
"2024-04-06 04:45:00",616,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","Unknown Fault","NAN","NAN","NAN","NAN",12.36,31.21
"2024-04-06 04:46:00",617,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","Unknown Fault","NAN","NAN","NAN","NAN",12.36,31.2
"2024-04-06 04:47:00",618,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","Unknown Fault","NAN","NAN","NAN","NAN",12.36,31.2
"2024-04-06 04:48:00",619,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","Unknown Fault","NAN","NAN","NAN","NAN",12.36,31.2
"2024-04-06 04:49:00",620,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","Unknown Fault","NAN","NAN","NAN","NAN",12.36,31.2
"2024-04-06 04:50:00",621,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","Unknown Fault","NAN","NAN","NAN","NAN",12.36,31.2
"2024-04-06 04:51:00",622,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","Unknown Fault","NAN","NAN","NAN","NAN",12.36,31.2
"2024-04-06 04:52:00",623,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","Unknown Fault","NAN","NAN","NAN","NAN",12.36,31.2
"2024-04-06 04:53:00",624,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","Unknown Fault","NAN","NAN","NAN","NAN",12.36,31.2
"2024-04-06 04:54:00",625,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","Unknown Fault","NAN","NAN","NAN","NAN",12.36,31.2
"2024-04-06 04:55:00",626,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","Unknown Fault","NAN","NAN","NAN","NAN",12.36,31.2
"2024-04-06 04:56:00",627,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","Unknown Fault","NAN","NAN","NAN","NAN",12.36,31.2
"2024-04-06 04:57:00",628,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","Unknown Fault","NAN","NAN","NAN","NAN",12.36,31.2
"2024-04-06 04:58:00",629,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","Unknown Fault","NAN","NAN","NAN","NAN",12.36,31.2
"2024-04-06 04:59:00",630,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","Unknown Fault","NAN","NAN","NAN","NAN",12.36,31.2
"2024-04-06 05:00:00",631,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","Unknown Fault","NAN","NAN","NAN","NAN",12.36,31.2
"2024-04-06 05:01:00",632,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","Unknown Fault","NAN","NAN","NAN","NAN",12.36,31.2
"2024-04-06 05:02:00",633,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","Unknown Fault","NAN","NAN","NAN","NAN",12.36,31.2
"2024-04-06 05:03:00",634,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","Unknown Fault","NAN","NAN","NAN","NAN",12.36,31.2
"2024-04-06 05:04:00",635,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","Unknown Fault","NAN","NAN","NAN","NAN",12.36,31.21
"2024-04-06 05:05:00",636,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","Unknown Fault","NAN","NAN","NAN","NAN",12.36,31.21
"2024-04-06 05:06:00",637,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","Unknown Fault","NAN","NAN","NAN","NAN",12.36,31.21
"2024-04-06 05:07:00",638,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","Unknown Fault","NAN","NAN","NAN","NAN",12.36,31.21
"2024-04-06 05:08:00",639,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","Unknown Fault","NAN","NAN","NAN","NAN",12.36,31.21
"2024-04-06 05:09:00",640,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","Unknown Fault","NAN","NAN","NAN","NAN",12.36,31.21
"2024-04-06 05:10:00",641,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","Unknown Fault","NAN","NAN","NAN","NAN",12.36,31.21
"2024-04-06 05:11:00",642,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","Unknown Fault","NAN","NAN","NAN","NAN",12.36,31.21
"2024-04-06 05:12:00",643,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","Unknown Fault","NAN","NAN","NAN","NAN",12.36,31.21
"2024-04-06 05:13:00",644,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","Unknown Fault","NAN","NAN","NAN","NAN",12.36,31.21
"2024-04-06 05:14:00",645,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","Unknown Fault","NAN","NAN","NAN","NAN",12.36,31.21
"2024-04-06 05:15:00",646,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","Unknown Fault","NAN","NAN","NAN","NAN",12.36,31.21
"2024-04-06 05:16:00",647,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","Unknown Fault","NAN","NAN","NAN","NAN",12.36,31.21
"2024-04-06 05:17:00",648,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","Unknown Fault","NAN","NAN","NAN","NAN",12.36,31.21
"2024-04-06 05:18:00",649,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","Unknown Fault","NAN","NAN","NAN","NAN",12.36,31.21
"2024-04-06 05:19:00",650,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","Unknown Fault","NAN","NAN","NAN","NAN",12.36,31.21
"2024-04-06 05:20:00",651,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","Unknown Fault","NAN","NAN","NAN","NAN",12.36,31.21
"2024-04-06 05:21:00",652,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","Unknown Fault","NAN","NAN","NAN","NAN",12.36,31.21
"2024-04-06 05:22:00",653,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","Unknown Fault","NAN","NAN","NAN","NAN",12.36,31.21
"2024-04-06 05:23:00",654,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","Unknown Fault","NAN","NAN","NAN","NAN",12.36,31.22
"2024-04-06 05:24:00",655,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","Unknown Fault","NAN","NAN","NAN","NAN",12.36,31.22
"2024-04-06 05:25:00",656,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","Unknown Fault","NAN","NAN","NAN","NAN",12.36,31.22
"2024-04-06 05:26:00",657,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","Unknown Fault","NAN","NAN","NAN","NAN",12.36,31.22
"2024-04-06 05:27:00",658,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","Unknown Fault","NAN","NAN","NAN","NAN",12.36,31.22
"2024-04-06 05:28:00",659,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","Unknown Fault","NAN","NAN","NAN","NAN",12.36,31.22
"2024-04-06 05:29:00",660,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","Unknown Fault","NAN","NAN","NAN","NAN",12.36,31.22
"2024-04-06 05:30:00",661,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","Unknown Fault","NAN","NAN","NAN","NAN",12.36,31.22
"2024-04-06 05:31:00",662,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","Unknown Fault","NAN","NAN","NAN","NAN",12.36,31.22
"2024-04-06 05:32:00",663,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","Unknown Fault","NAN","NAN","NAN","NAN",12.36,31.23
"2024-04-06 05:33:00",664,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","Unknown Fault","NAN","NAN","NAN","NAN",12.36,31.23
"2024-04-06 05:34:00",665,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","Unknown Fault","NAN","NAN","NAN","NAN",12.36,31.23
"2024-04-06 05:35:00",666,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","Unknown Fault","NAN","NAN","NAN","NAN",12.36,31.23
"2024-04-06 05:36:00",667,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","Unknown Fault","NAN","NAN","NAN","NAN",12.36,31.23
"2024-04-06 05:37:00",668,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","Unknown Fault","NAN","NAN","NAN","NAN",12.36,31.23
"2024-04-06 05:38:00",669,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","Unknown Fault","NAN","NAN","NAN","NAN",12.36,31.23
"2024-04-06 05:39:00",670,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","Unknown Fault","NAN","NAN","NAN","NAN",12.36,31.23
"2024-04-06 05:40:00",671,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","Unknown Fault","NAN","NAN","NAN","NAN",12.36,31.23
"2024-04-06 05:41:00",672,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","Unknown Fault","NAN","NAN","NAN","NAN",12.36,31.24
"2024-04-06 05:42:00",673,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","Unknown Fault","NAN","NAN","NAN","NAN",12.36,31.24
"2024-04-06 05:43:00",674,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","Unknown Fault","NAN","NAN","NAN","NAN",12.36,31.24
"2024-04-06 05:44:00",675,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","Unknown Fault","NAN","NAN","NAN","NAN",12.36,31.24
"2024-04-06 05:45:00",676,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","Unknown Fault","NAN","NAN","NAN","NAN",12.36,31.24
"2024-04-06 05:46:00",677,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","Unknown Fault","NAN","NAN","NAN","NAN",12.36,31.24
"2024-04-06 05:47:00",678,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","Unknown Fault","NAN","NAN","NAN","NAN",12.36,31.25
"2024-04-06 05:48:00",679,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","Unknown Fault","NAN","NAN","NAN","NAN",12.36,31.25
"2024-04-06 05:49:00",680,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","Unknown Fault","NAN","NAN","NAN","NAN",12.36,31.25
"2024-04-06 05:50:00",681,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","Unknown Fault","NAN","NAN","NAN","NAN",12.36,31.25
"2024-04-06 05:51:00",682,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","Unknown Fault","NAN","NAN","NAN","NAN",12.36,31.25
"2024-04-06 05:52:00",683,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","Unknown Fault","NAN","NAN","NAN","NAN",12.36,31.25
